DATETIME,RECIPE,STAGE,ITEM,RESULT,ALIGNMENT_VIEW_LEFT_X,ALIGNMENT_VIEW_LEFT_Y,ALIGNMENT_VIEW_RIGHT_X,ALIGNMENT_VIEW_RIGHT_Y,ALIGNMENT_EQUIP_LEFT_X,ALIGNMENT_EQUIP_RIGHT_X,ALIGNMENT_EQUIP_Y,ALIGNMENT_EQUIP_T,RETRY,TIME_ELAPSED,LEFT_FILE,RIGHT_FILE
STRING,STRING,STRING,STRING,STRING,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,INT,STRING,STRING,STRING
2019.04.19 00:01:11 656,A1CC500PV3D01,1,,RETRY,853.6744,536.3659,861.6666,583.7967,0.1251,0.1491,-0.1239,-0.00768,1,00:00:00,.\Image\1\Alignment\2019\04\19\00.01.11 656\Left.jpg,.\Image\1\Alignment\2019\04\19\00.01.11 656\Right.jpg
2019.04.19 00:01:11 869,A1CC500PV3D01,2,,RETRY,660.2307,572.9087,672.1918,633.129,-0.5946,-0.5559,0.007,-0.01695,1,00:00:00,.\Image\2\Alignment\2019\04\19\00.01.11 869\Left.jpg,.\Image\2\Alignment\2019\04\19\00.01.11 869\Right.jpg
2019.04.19 00:01:12 617,A1CC500PV3D01,2,,OK,800.4141,600.7879,799.9857,601.5644,-0.0008,-0.0021,0.0036,-0.00022,1,00:00:01.0250000,.\Image\2\Alignment\2019\04\19\00.01.12 617\Left.jpg,.\Image\2\Alignment\2019\04\19\00.01.12 617\Right.jpg
2019.04.19 00:01:12 822,A1CC500PV3D01,1,,OK,799.2712,600.5691,799.6145,598.5144,-0.0005,0.0006,-0.0014,0.00033,1,00:00:01.4540000,.\Image\1\Alignment\2019\04\19\00.01.12 822\Left.jpg,.\Image\1\Alignment\2019\04\19\00.01.12 822\Right.jpg
2019.04.19 00:05:38 617,A1CC500PV3D01,1,,RETRY,857.2191,538.9894,865.7841,587.0213,0.1356,0.1613,-0.1148,-0.00778,1,00:00:00,.\Image\1\Alignment\2019\04\19\00.05.38 617\Left.jpg,.\Image\1\Alignment\2019\04\19\00.05.38 617\Right.jpg
2019.04.19 00:05:38 686,A1CC500PV3D01,2,,RETRY,651.0814,574.4076,662.4653,628.5116,-0.6062,-0.5693,0.0024,-0.01523,1,00:00:00,.\Image\2\Alignment\2019\04\19\00.05.38 686\Left.jpg,.\Image\2\Alignment\2019\04\19\00.05.38 686\Right.jpg
2019.04.19 00:05:39 530,A1CC500PV3D01,2,,OK,799.4719,601.2884,799.2303,600.9596,-0.0007,-0.0015,0.0035,9E-05,1,00:00:01.0130000,.\Image\2\Alignment\2019\04\19\00.05.39 530\Left.jpg,.\Image\2\Alignment\2019\04\19\00.05.39 530\Right.jpg
2019.04.19 00:05:39 755,A1CC500PV3D01,1,,OK,799.4561,600.5786,799.6057,598.6934,0,0.0004,-0.0011,0.0003,1,00:00:01.3880000,.\Image\1\Alignment\2019\04\19\00.05.39 755\Left.jpg,.\Image\1\Alignment\2019\04\19\00.05.39 755\Right.jpg
2019.04.19 00:05:57 940,A1CC500PV3D01,1,,RETRY,838.3945,538.1452,846.586,566.2998,0.0944,0.1193,-0.1482,-0.00458,1,00:00:00,.\Image\1\Alignment\2019\04\19\00.05.57 940\Left.jpg,.\Image\1\Alignment\2019\04\19\00.05.57 940\Right.jpg
2019.04.19 00:05:58 044,A1CC500PV3D01,2,,RETRY,659.9561,572.3796,671.3026,636.0264,-0.6047,-0.5679,0.0104,-0.01792,1,00:00:00,.\Image\2\Alignment\2019\04\19\00.05.58 044\Left.jpg,.\Image\2\Alignment\2019\04\19\00.05.58 044\Right.jpg
2019.04.19 00:05:58 645,A1CC500PV3D01,1,,OK,798.9535,601.0712,798.7507,598.7556,-0.0012,-0.0018,-0.0003,0.00037,1,00:00:01.0580000,.\Image\1\Alignment\2019\04\19\00.05.58 645\Left.jpg,.\Image\1\Alignment\2019\04\19\00.05.58 645\Right.jpg
2019.04.19 00:05:58 798,A1CC500PV3D01,2,,OK,800.8504,600.5373,800.5453,601.6041,-0.0003,-0.0012,0.0032,-0.0003,1,00:00:01.0500000,.\Image\2\Alignment\2019\04\19\00.05.58 798\Left.jpg,.\Image\2\Alignment\2019\04\19\00.05.58 798\Right.jpg
2019.04.19 00:06:16 894,A1CC500PV3D01,1,,RETRY,862.8378,547.3872,870.9474,582.3119,0.1646,0.1888,-0.1091,-0.00566,1,00:00:00,.\Image\1\Alignment\2019\04\19\00.06.16 894\Left.jpg,.\Image\1\Alignment\2019\04\19\00.06.16 894\Right.jpg
2019.04.19 00:06:17 092,A1CC500PV3D01,2,,RETRY,661.2123,574.8024,672.6023,645.7477,-0.6205,-0.5836,0.0288,-0.01997,1,00:00:00,.\Image\2\Alignment\2019\04\19\00.06.17 092\Left.jpg,.\Image\2\Alignment\2019\04\19\00.06.17 092\Right.jpg
2019.04.19 00:06:17 550,A1CC500PV3D01,1,,OK,799.834,599.843,799.639,600.456,-0.0011,-0.0017,0.0005,-0.0001,1,00:00:00.9330000,.\Image\1\Alignment\2019\04\19\00.06.17 550\Left.jpg,.\Image\1\Alignment\2019\04\19\00.06.17 550\Right.jpg
