DATETIME,RECIPE,STAGE,ITEM,RESULT,ALIGNMENT_VIEW_LEFT_X,ALIGNMENT_VIEW_LEFT_Y,ALIGNMENT_VIEW_RIGHT_X,ALIGNMENT_VIEW_RIGHT_Y,ALIGNMENT_EQUIP_LEFT_X,ALIGNMENT_EQUIP_RIGHT_X,ALIGNMENT_EQUIP_Y,ALIGNMENT_EQUIP_T,RETRY,TIME_ELAPSED,LEFT_FILE,RIGHT_FILE
STRING,STRING,STRING,STRING,STRING,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,INT,STRING,STRING,STRING
2019.04.25 00:01:10 609,A1CC500PV3D01,1,,RETRY,868.5014,522.688,882.5119,603.8597,0.1418,0.184,-0.1141,-0.01303,1,00:00:00,.\Image\1\Alignment\2019\04\25\00.01.10 609\Left.jpg,.\Image\1\Alignment\2019\04\25\00.01.10 609\Right.jpg
2019.04.25 00:01:11 767,A1CC500PV3D01,1,,OK,799.3829,600.7457,799.5112,599.1631,-0.0005,-0.0001,-0.0001,0.00025,1,00:00:01.4280000,.\Image\1\Alignment\2019\04\25\00.01.11 767\Left.jpg,.\Image\1\Alignment\2019\04\25\00.01.11 767\Right.jpg
2019.04.25 00:01:28 135,A1CC500PV3D01,2,,RETRY,634.0655,572.1605,640.5964,626.5014,-0.6615,-0.6379,-0.0032,-0.01529,1,00:00:00,.\Image\2\Alignment\2019\04\25\00.01.28 135\Left.jpg,.\Image\2\Alignment\2019\04\25\00.01.28 135\Right.jpg
2019.04.25 00:01:28 751,A1CC500PV3D01,2,,OK,801.5135,599.4024,800.7464,599.3825,0.0048,0.0024,-0.0019,1E-05,1,00:00:00.7830000,.\Image\2\Alignment\2019\04\25\00.01.28 751\Left.jpg,.\Image\2\Alignment\2019\04\25\00.01.28 751\Right.jpg
2019.04.25 00:01:29 864,A1CC500PV3D01,1,,RETRY,853.782,543.5393,867.4666,590.8765,0.1257,0.1671,-0.1018,-0.00761,1,00:00:00,.\Image\1\Alignment\2019\04\25\00.01.29 864\Left.jpg,.\Image\1\Alignment\2019\04\25\00.01.29 864\Right.jpg
2019.04.25 00:01:31 303,A1CC500PV3D01,1,,RETRY,800.459,598.5399,800.6809,601.9459,-0.0016,-0.0009,0.0007,-0.00055,2,00:00:00,.\Image\1\Alignment\2019\04\25\00.01.31 303\Left.jpg,.\Image\1\Alignment\2019\04\25\00.01.31 303\Right.jpg
2019.04.25 00:01:31 982,A1CC500PV3D01,1,,OK,800.8693,599.1972,800.6766,600.7345,0.0014,0.0007,-0.0001,-0.00025,2,00:00:02.2690000,.\Image\1\Alignment\2019\04\25\00.01.31 982\Left.jpg,.\Image\1\Alignment\2019\04\25\00.01.31 982\Right.jpg
2019.04.25 00:01:46 361,A1CC500PV3D01,2,,RETRY,644.4084,566.6116,650.7035,622.2975,-0.6332,-0.6105,-0.0181,-0.01568,1,00:00:00,.\Image\2\Alignment\2019\04\25\00.01.46 361\Left.jpg,.\Image\2\Alignment\2019\04\25\00.01.46 361\Right.jpg
2019.04.25 00:01:46 903,A1CC500PV3D01,2,,OK,800.9337,600.9955,800.5514,601.1376,0.0025,0.0013,0.0033,-4E-05,1,00:00:00.7000000,.\Image\2\Alignment\2019\04\25\00.01.46 903\Left.jpg,.\Image\2\Alignment\2019\04\25\00.01.46 903\Right.jpg
2019.04.25 00:01:48 060,A1CC500PV3D01,1,,RETRY,864.9053,531.6068,878.8397,615.5703,0.1282,0.1702,-0.0821,-0.01347,1,00:00:00,.\Image\1\Alignment\2019\04\25\00.01.48 060\Left.jpg,.\Image\1\Alignment\2019\04\25\00.01.48 060\Right.jpg
2019.04.25 00:01:49 006,A1CC500PV3D01,1,,OK,799.1622,599.414,798.1542,598.3962,-0.0017,-0.0048,-0.0034,0.00016,1,00:00:01.0890000,.\Image\1\Alignment\2019\04\25\00.01.49 006\Left.jpg,.\Image\1\Alignment\2019\04\25\00.01.49 006\Right.jpg
2019.04.25 00:02:04 991,A1CC500PV3D01,2,,RETRY,655.1147,565.9546,661.4668,619.9162,-0.5954,-0.5726,-0.0227,-0.01519,1,00:00:00,.\Image\2\Alignment\2019\04\25\00.02.04 991\Left.jpg,.\Image\2\Alignment\2019\04\25\00.02.04 991\Right.jpg
