DATETIME,RECIPE,STAGE,ITEM,RESULT,ALIGNMENT_VIEW_LEFT_X,ALIGNMENT_VIEW_LEFT_Y,ALIGNMENT_VIEW_RIGHT_X,ALIGNMENT_VIEW_RIGHT_Y,ALIGNMENT_EQUIP_LEFT_X,ALIGNMENT_EQUIP_RIGHT_X,ALIGNMENT_EQUIP_Y,ALIGNMENT_EQUIP_T,RETRY,TIME_ELAPSED,LEFT_FILE,RIGHT_FILE
STRING,STRING,STRING,STRING,STRING,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,INT,STRING,STRING,STRING
2019.04.14 00:00:57 926,A1CC500PV4D01,1,,RETRY,841.8176,533.8908,847.7343,539.7786,0.1247,0.1423,-0.1959,-0.001,1,00:00:00,.\Image\1\Alignment\2019\04\14\00.00.57 926\Left.jpg,.\Image\1\Alignment\2019\04\14\00.00.57 926\Right.jpg
2019.04.14 00:00:58 226,A1CC500PV4D01,2,,RETRY,632.9899,581.2596,644.4731,632.8989,-0.6561,-0.619,0.0221,-0.01456,1,00:00:00,.\Image\2\Alignment\2019\04\14\00.00.58 226\Left.jpg,.\Image\2\Alignment\2019\04\14\00.00.58 226\Right.jpg
2019.04.14 00:00:58 900,A1CC500PV4D01,2,,OK,799.9834,600.1594,800.4106,600.0257,0.0003,0.0016,0.0003,4E-05,1,00:00:00.9300000,.\Image\2\Alignment\2019\04\14\00.00.58 900\Left.jpg,.\Image\2\Alignment\2019\04\14\00.00.58 900\Right.jpg
2019.04.14 00:00:59 118,A1CC500PV4D01,1,,OK,799.9101,599.8082,800.0862,599.5769,-0.0001,0.0005,-0.001,4E-05,1,00:00:01.3330000,.\Image\1\Alignment\2019\04\14\00.00.59 118\Left.jpg,.\Image\1\Alignment\2019\04\14\00.00.59 118\Right.jpg
2019.04.14 00:03:58 485,A1CC500PV4D01,1,,RETRY,837.6495,531.4656,843.0571,537.6074,0.1115,0.1276,-0.203,-0.00104,1,00:00:00,.\Image\1\Alignment\2019\04\14\00.03.58 485\Left.jpg,.\Image\1\Alignment\2019\04\14\00.03.58 485\Right.jpg
2019.04.14 00:03:58 735,A1CC500PV4D01,2,,RETRY,624.8666,575.4327,636.5628,628.6946,-0.6856,-0.6479,0.0067,-0.01502,1,00:00:00,.\Image\2\Alignment\2019\04\14\00.03.58 735\Left.jpg,.\Image\2\Alignment\2019\04\14\00.03.58 735\Right.jpg
2019.04.14 00:03:59 315,A1CC500PV4D01,1,,OK,800.1762,599.3919,799.7846,600.3715,-0.0003,-0.0015,-0.0004,-0.00016,1,00:00:01.0080000,.\Image\1\Alignment\2019\04\14\00.03.59 315\Left.jpg,.\Image\1\Alignment\2019\04\14\00.03.59 315\Right.jpg
2019.04.14 00:03:59 507,A1CC500PV4D01,2,,OK,800.706,599.9326,800.56,601.1396,-0.0011,-0.0015,0.0016,-0.00034,1,00:00:01.1010000,.\Image\2\Alignment\2019\04\14\00.03.59 507\Left.jpg,.\Image\2\Alignment\2019\04\14\00.03.59 507\Right.jpg
2019.04.14 00:04:17 618,A1CC500PV4D01,1,,RETRY,856.37,509.2637,861.9348,554.0363,0.1358,0.1521,-0.212,-0.00724,1,00:00:00,.\Image\1\Alignment\2019\04\14\00.04.17 618\Left.jpg,.\Image\1\Alignment\2019\04\14\00.04.17 618\Right.jpg
2019.04.14 00:04:17 939,A1CC500PV4D01,2,,RETRY,628.3491,584.6573,639.6239,645.0942,-0.6942,-0.6577,0.0461,-0.01704,1,00:00:00,.\Image\2\Alignment\2019\04\14\00.04.17 939\Left.jpg,.\Image\2\Alignment\2019\04\14\00.04.17 939\Right.jpg
2019.04.14 00:04:18 243,A1CC500PV4D01,1,,OK,799.309,600.4486,799.006,598.815,-0.0007,-0.0016,-0.0011,0.00026,1,00:00:00.8480000,.\Image\1\Alignment\2019\04\14\00.04.18 243\Left.jpg,.\Image\1\Alignment\2019\04\14\00.04.18 243\Right.jpg
2019.04.14 00:04:18 881,A1CC500PV4D01,2,,OK,799.8051,600.179,799.7422,600.4672,-0.0014,-0.0016,0.001,-8E-05,1,00:00:01.3070000,.\Image\2\Alignment\2019\04\14\00.04.18 881\Left.jpg,.\Image\2\Alignment\2019\04\14\00.04.18 881\Right.jpg
2019.04.14 00:04:58 792,A1CC500PV4D01,1,,RETRY,846.6266,529.7005,852.6741,538.7538,0.1369,0.1548,-0.204,-0.00151,1,00:00:00,.\Image\1\Alignment\2019\04\14\00.04.58 792\Left.jpg,.\Image\1\Alignment\2019\04\14\00.04.58 792\Right.jpg
2019.04.14 00:04:59 034,A1CC500PV4D01,2,,RETRY,613.8932,574.8714,624.9359,623.7191,-0.7075,-0.6717,-0.0018,-0.01377,1,00:00:00,.\Image\2\Alignment\2019\04\14\00.04.59 034\Left.jpg,.\Image\2\Alignment\2019\04\14\00.04.59 034\Right.jpg
2019.04.14 00:04:59 479,A1CC500PV4D01,1,,OK,799.4924,600.7688,799.1845,599.249,-0.0002,-0.0012,0,0.00024,1,00:00:00.9100000,.\Image\1\Alignment\2019\04\14\00.04.59 479\Left.jpg,.\Image\1\Alignment\2019\04\14\00.04.59 479\Right.jpg
2019.04.14 00:05:00 011,A1CC500PV4D01,2,,OK,799.8014,599.9934,799.6934,599.8362,-0.0002,-0.0005,-0.0003,4E-05,1,00:00:01.2010000,.\Image\2\Alignment\2019\04\14\00.05.00 011\Left.jpg,.\Image\2\Alignment\2019\04\14\00.05.00 011\Right.jpg
2019.04.14 00:05:18 200,A1CC500PV4D01,2,,RETRY,630.5867,572.5288,642.1306,636.1456,-0.696,-0.6588,0.0137,-0.01795,1,00:00:00,.\Image\2\Alignment\2019\04\14\00.05.18 200\Left.jpg,.\Image\2\Alignment\2019\04\14\00.05.18 200\Right.jpg
2019.04.14 00:05:18 193,A1CC500PV4D01,1,,RETRY,839.4108,527.7413,845.1295,534.7656,0.1162,0.1332,-0.2132,-0.00119,1,00:00:00,.\Image\1\Alignment\2019\04\14\00.05.18 193\Left.jpg,.\Image\1\Alignment\2019\04\14\00.05.18 193\Right.jpg
2019.04.14 00:05:18 819,A1CC500PV4D01,2,,OK,800.1347,600.6508,800.1523,599.8093,0.0027,0.0028,0.0007,0.00024,1,00:00:00.8000000,.\Image\2\Alignment\2019\04\14\00.05.18 819\Left.jpg,.\Image\2\Alignment\2019\04\14\00.05.18 819\Right.jpg
2019.04.14 00:05:18 950,A1CC500PV4D01,1,,OK,799.6147,600.4618,799.6705,599.6239,-0.0005,-0.0003,0.0001,0.00013,1,00:00:01.1020000,.\Image\1\Alignment\2019\04\14\00.05.18 950\Left.jpg,.\Image\1\Alignment\2019\04\14\00.05.18 950\Right.jpg
2019.04.14 00:05:37 588,A1CC500PV4D01,1,,RETRY,839.6556,529.1534,844.8151,544.5107,0.1097,0.1249,-0.1959,-0.00252,1,00:00:00,.\Image\1\Alignment\2019\04\14\00.05.37 588\Left.jpg,.\Image\1\Alignment\2019\04\14\00.05.37 588\Right.jpg
