DATETIME,RECIPE,STAGE,ITEM,RESULT,ALIGNMENT_VIEW_LEFT_X,ALIGNMENT_VIEW_LEFT_Y,ALIGNMENT_VIEW_RIGHT_X,ALIGNMENT_VIEW_RIGHT_Y,ALIGNMENT_EQUIP_LEFT_X,ALIGNMENT_EQUIP_RIGHT_X,ALIGNMENT_EQUIP_Y,ALIGNMENT_EQUIP_T,RETRY,TIME_ELAPSED,LEFT_FILE,RIGHT_FILE
STRING,STRING,STRING,STRING,STRING,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,INT,STRING,STRING,STRING
2019.04.10 00:00:34 253,A1CC500PV3D01,1,,RETRY,821.1063,548.9233,832.4586,539.8409,0.0733,0.1082,-0.1724,0.00143,1,00:00:00,.\Image\1\Alignment\2019\04\10\00.00.34 253\Left.jpg,.\Image\1\Alignment\2019\04\10\00.00.34 253\Right.jpg
2019.04.10 00:00:34 506,A1CC500PV3D01,2,,RETRY,645.7688,566.4218,654.0883,627.0536,-0.6404,-0.6128,-0.0123,-0.01707,1,00:00:00,.\Image\2\Alignment\2019\04\10\00.00.34 506\Left.jpg,.\Image\2\Alignment\2019\04\10\00.00.34 506\Right.jpg
2019.04.10 00:00:34 949,A1CC500PV3D01,1,,OK,799.9389,599.2295,799.8,600.069,-0.0009,-0.0014,-0.0011,-0.00014,1,00:00:00.7670000,.\Image\1\Alignment\2019\04\10\00.00.34 949\Left.jpg,.\Image\1\Alignment\2019\04\10\00.00.34 949\Right.jpg
2019.04.10 00:00:35 135,A1CC500PV3D01,2,,OK,801.0797,600.4187,801.0184,602.1905,-0.0015,-0.0016,0.0039,-0.0005,1,00:00:00.8120000,.\Image\2\Alignment\2019\04\10\00.00.35 135\Left.jpg,.\Image\2\Alignment\2019\04\10\00.00.35 135\Right.jpg
2019.04.10 00:00:50 639,A1CC500PV3D01,1,,RETRY,827.4525,544.339,838.9103,550.8284,0.0794,0.1145,-0.1625,-0.00108,1,00:00:00,.\Image\1\Alignment\2019\04\10\00.00.50 639\Left.jpg,.\Image\1\Alignment\2019\04\10\00.00.50 639\Right.jpg
2019.04.10 00:00:50 948,A1CC500PV3D01,2,,RETRY,637.5861,584.833,645.8821,650.6107,-0.6793,-0.6516,0.052,-0.0185,1,00:00:00,.\Image\2\Alignment\2019\04\10\00.00.50 948\Left.jpg,.\Image\2\Alignment\2019\04\10\00.00.50 948\Right.jpg
2019.04.10 00:00:51 306,A1CC500PV3D01,1,,OK,800.0862,599.3245,799.7042,600.1352,-0.0004,-0.0016,-0.0008,-0.00013,1,00:00:00.8200000,.\Image\1\Alignment\2019\04\10\00.00.51 306\Left.jpg,.\Image\1\Alignment\2019\04\10\00.00.51 306\Right.jpg
2019.04.10 00:00:51 870,A1CC500PV3D01,2,,OK,799.261,600.9708,799.0578,600.0534,0.0002,-0.0004,0.0016,0.00026,1,00:00:01.1210000,.\Image\2\Alignment\2019\04\10\00.00.51 870\Left.jpg,.\Image\2\Alignment\2019\04\10\00.00.51 870\Right.jpg
2019.04.10 00:01:09 215,A1CC500PV3D01,1,,RETRY,840.4078,508.1804,851.8496,544.3341,0.0936,0.1284,-0.2288,-0.00589,1,00:00:00,.\Image\1\Alignment\2019\04\10\00.01.09 215\Left.jpg,.\Image\1\Alignment\2019\04\10\00.01.09 215\Right.jpg
2019.04.10 00:01:09 332,A1CC500PV3D01,2,,RETRY,657.2402,578.2542,666.0214,645.1548,-0.6218,-0.5929,0.0334,-0.01883,1,00:00:00,.\Image\2\Alignment\2019\04\10\00.01.09 332\Left.jpg,.\Image\2\Alignment\2019\04\10\00.01.09 332\Right.jpg
2019.04.10 00:01:09 891,A1CC500PV3D01,1,,OK,799.4553,600.4305,799.1931,598.9766,-0.0004,-0.0012,-0.0009,0.00023,1,00:00:00.8860000,.\Image\1\Alignment\2019\04\10\00.01.09 891\Left.jpg,.\Image\1\Alignment\2019\04\10\00.01.09 891\Right.jpg
2019.04.10 00:01:10 002,A1CC500PV3D01,2,,OK,801.2322,599.9207,800.9788,601.5262,-0.0005,-0.0013,0.0021,-0.00045,1,00:00:00.8170000,.\Image\2\Alignment\2019\04\10\00.01.10 002\Left.jpg,.\Image\2\Alignment\2019\04\10\00.01.10 002\Right.jpg
2019.04.10 00:01:26 362,A1CC500PV3D01,1,,RETRY,821.6063,535.4916,832.7751,533.3124,0.0688,0.103,-0.2034,0.00031,1,00:00:00,.\Image\1\Alignment\2019\04\10\00.01.26 362\Left.jpg,.\Image\1\Alignment\2019\04\10\00.01.26 362\Right.jpg
2019.04.10 00:01:26 659,A1CC500PV3D01,2,,RETRY,634.0712,574.5339,642.3309,641.1341,-0.6925,-0.6649,0.0216,-0.01874,1,00:00:00,.\Image\2\Alignment\2019\04\10\00.01.26 659\Left.jpg,.\Image\2\Alignment\2019\04\10\00.01.26 659\Right.jpg
2019.04.10 00:01:27 006,A1CC500PV3D01,1,,OK,799.7393,599.788,799.8691,600.2078,-0.0012,-0.0008,0,-7E-05,1,00:00:00.7810000,.\Image\1\Alignment\2019\04\10\00.01.27 006\Left.jpg,.\Image\1\Alignment\2019\04\10\00.01.27 006\Right.jpg
2019.04.10 00:01:27 193,A1CC500PV3D01,2,,OK,800.7592,600.2811,801.145,601.7633,-0.0017,-0.0005,0.0031,-0.00042,1,00:00:00.7890000,.\Image\2\Alignment\2019\04\10\00.01.27 193\Left.jpg,.\Image\2\Alignment\2019\04\10\00.01.27 193\Right.jpg
