DATETIME,RECIPE,STAGE,ITEM,RESULT,ALIGNMENT_VIEW_LEFT_X,ALIGNMENT_VIEW_LEFT_Y,ALIGNMENT_VIEW_RIGHT_X,ALIGNMENT_VIEW_RIGHT_Y,ALIGNMENT_EQUIP_LEFT_X,ALIGNMENT_EQUIP_RIGHT_X,ALIGNMENT_EQUIP_Y,ALIGNMENT_EQUIP_T,RETRY,TIME_ELAPSED,LEFT_FILE,RIGHT_FILE
STRING,STRING,STRING,STRING,STRING,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,INT,STRING,STRING,STRING
2019.04.05 00:00:01 449,50inch rev,1,,RETRY,845.4182,488.7331,855.4086,533.1874,0.102,0.132,-0.2762,-0.00721,1,00:00:00,.\Image\1\Alignment\2019\04\05\00.00.01 449\Left.jpg,.\Image\1\Alignment\2019\04\05\00.00.01 449\Right.jpg
2019.04.05 00:00:01 692,50inch rev,2,,RETRY,608.5589,581.1935,617.4382,640.0595,-0.751,-0.7218,0.0331,-0.01659,1,00:00:00,.\Image\2\Alignment\2019\04\05\00.00.01 692\Left.jpg,.\Image\2\Alignment\2019\04\05\00.00.01 692\Right.jpg
2019.04.05 00:00:02 438,50inch rev,1,,OK,799.5563,600.5107,799.6832,598.9452,0,0.0004,-0.0008,0.00025,1,00:00:01.1940000,.\Image\1\Alignment\2019\04\05\00.00.02 438\Left.jpg,.\Image\1\Alignment\2019\04\05\00.00.02 438\Right.jpg
2019.04.05 00:00:02 650,50inch rev,2,,OK,799.8544,600.1428,799.9386,600.5768,-0.0016,-0.0014,0.0011,-0.00012,1,00:00:01.2640000,.\Image\2\Alignment\2019\04\05\00.00.02 650\Left.jpg,.\Image\2\Alignment\2019\04\05\00.00.02 650\Right.jpg
2019.04.05 00:00:19 789,50inch rev,1,,RETRY,835.4225,505.2667,845.4494,499.3535,0.115,0.1454,-0.3029,0.00087,1,00:00:00,.\Image\1\Alignment\2019\04\05\00.00.19 789\Left.jpg,.\Image\1\Alignment\2019\04\05\00.00.19 789\Right.jpg
2019.04.05 00:00:19 987,50inch rev,2,,RETRY,597.2215,578.876,606.1328,631.3187,-0.7686,-0.7393,0.0161,-0.01478,1,00:00:00,.\Image\2\Alignment\2019\04\05\00.00.19 987\Left.jpg,.\Image\2\Alignment\2019\04\05\00.00.19 987\Right.jpg
2019.04.05 00:00:20 449,50inch rev,1,,OK,800.0197,599.4785,800.0139,600.221,-0.0006,-0.0006,-0.0005,-0.00012,1,00:00:00.7470000,.\Image\1\Alignment\2019\04\05\00.00.20 449\Left.jpg,.\Image\1\Alignment\2019\04\05\00.00.20 449\Right.jpg
2019.04.05 00:00:20 538,50inch rev,2,,OK,800.9327,599.4116,800.5567,600.2794,0.0005,-0.0006,-0.0005,-0.00025,1,00:00:00.7070000,.\Image\2\Alignment\2019\04\05\00.00.20 538\Left.jpg,.\Image\2\Alignment\2019\04\05\00.00.20 538\Right.jpg
2019.04.05 00:00:38 816,50inch rev,1,,RETRY,849.0085,484.6703,858.3346,542.6314,0.1013,0.1292,-0.2679,-0.00937,1,00:00:00,.\Image\1\Alignment\2019\04\05\00.00.38 816\Left.jpg,.\Image\1\Alignment\2019\04\05\00.00.38 816\Right.jpg
