DATETIME,RECIPE,STAGE,ITEM,RESULT,ALIGNMENT_VIEW_LEFT_X,ALIGNMENT_VIEW_LEFT_Y,ALIGNMENT_VIEW_RIGHT_X,ALIGNMENT_VIEW_RIGHT_Y,ALIGNMENT_EQUIP_LEFT_X,ALIGNMENT_EQUIP_RIGHT_X,ALIGNMENT_EQUIP_Y,ALIGNMENT_EQUIP_T,RETRY,TIME_ELAPSED,LEFT_FILE,RIGHT_FILE
STRING,STRING,STRING,STRING,STRING,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,INT,STRING,STRING,STRING
2019.04.15 00:00:00 069,50inch rev,2,,OK,801.386,599.8151,800.8977,600.6503,0.002,0.0005,0.0007,-0.00024,1,00:00:00.8040000,.\Image\2\Alignment\2019\04\15\00.00.00 069\Left.jpg,.\Image\2\Alignment\2019\04\15\00.00.00 069\Right.jpg
2019.04.15 00:00:21 353,50inch rev,1,,RETRY,843.9867,510.3427,849.3545,558.1588,0.0947,0.1105,-0.204,-0.00773,1,00:00:00,.\Image\1\Alignment\2019\04\15\00.00.21 353\Left.jpg,.\Image\1\Alignment\2019\04\15\00.00.21 353\Right.jpg
2019.04.15 00:00:21 602,50inch rev,2,,RETRY,614.5747,588.1988,626.3743,644.2938,-0.7249,-0.6867,0.0504,-0.01581,1,00:00:00,.\Image\2\Alignment\2019\04\15\00.00.21 602\Left.jpg,.\Image\2\Alignment\2019\04\15\00.00.21 602\Right.jpg
2019.04.15 00:00:21 975,50inch rev,1,,OK,799.8638,599.6128,799.4648,599.8029,-0.0006,-0.0018,-0.0009,-3E-05,1,00:00:00.7140000,.\Image\1\Alignment\2019\04\15\00.00.21 975\Left.jpg,.\Image\1\Alignment\2019\04\15\00.00.21 975\Right.jpg
2019.04.15 00:00:22 551,50inch rev,2,,OK,800.3028,600.1472,799.849,600.165,0.0009,-0.0005,0.0005,0,1,00:00:01.1720000,.\Image\2\Alignment\2019\04\15\00.00.22 551\Left.jpg,.\Image\2\Alignment\2019\04\15\00.00.22 551\Right.jpg
2019.04.15 00:00:39 377,50inch rev,1,,RETRY,841.7899,493.0773,846.9065,575.1018,0.0578,0.0729,-0.2045,-0.01322,1,00:00:00,.\Image\1\Alignment\2019\04\15\00.00.39 377\Left.jpg,.\Image\1\Alignment\2019\04\15\00.00.39 377\Right.jpg
2019.04.15 00:00:39 513,50inch rev,2,,RETRY,621.5005,581.8718,632.4333,640.6475,-0.7108,-0.6754,0.035,-0.01657,1,00:00:00,.\Image\2\Alignment\2019\04\15\00.00.39 513\Left.jpg,.\Image\2\Alignment\2019\04\15\00.00.39 513\Right.jpg
2019.04.15 00:00:40 007,50inch rev,1,,OK,800.493,597.9693,800.6519,600.7041,-0.0009,-0.0004,-0.0021,-0.00044,1,00:00:00.7270000,.\Image\1\Alignment\2019\04\15\00.00.40 007\Left.jpg,.\Image\1\Alignment\2019\04\15\00.00.40 007\Right.jpg
2019.04.15 00:00:40 581,50inch rev,2,,OK,800.4959,599.635,800.3197,599.9948,0.0006,0,-0.0006,-0.0001,1,00:00:01.1930000,.\Image\2\Alignment\2019\04\15\00.00.40 581\Left.jpg,.\Image\2\Alignment\2019\04\15\00.00.40 581\Right.jpg
2019.04.15 00:00:59 209,50inch rev,1,,RETRY,843.4978,514.3228,848.9227,570.724,0.0857,0.1017,-0.1783,-0.0091,1,00:00:00,.\Image\1\Alignment\2019\04\15\00.00.59 209\Left.jpg,.\Image\1\Alignment\2019\04\15\00.00.59 209\Right.jpg
2019.04.15 00:00:59 603,50inch rev,2,,RETRY,621.6852,604.1399,632.8399,661.3787,-0.7058,-0.6697,0.1012,-0.01612,1,00:00:00,.\Image\2\Alignment\2019\04\15\00.00.59 603\Left.jpg,.\Image\2\Alignment\2019\04\15\00.00.59 603\Right.jpg
2019.04.15 00:00:59 910,50inch rev,1,,OK,799.8889,599.7914,799.2639,599.6515,-0.0002,-0.0022,-0.0009,2E-05,1,00:00:00.8020000,.\Image\1\Alignment\2019\04\15\00.00.59 910\Left.jpg,.\Image\1\Alignment\2019\04\15\00.00.59 910\Right.jpg
2019.04.15 00:01:00 483,50inch rev,2,,OK,799.602,600.3039,800.0629,600.0696,-0.0006,0.0008,0.0006,7E-05,1,00:00:01.1440000,.\Image\2\Alignment\2019\04\15\00.01.00 483\Left.jpg,.\Image\2\Alignment\2019\04\15\00.01.00 483\Right.jpg
2019.04.15 00:01:20 092,50inch rev,1,,RETRY,845.7049,524.0743,850.8578,598.6901,0.0766,0.0918,-0.1199,-0.01201,1,00:00:00,.\Image\1\Alignment\2019\04\15\00.01.20 092\Left.jpg,.\Image\1\Alignment\2019\04\15\00.01.20 092\Right.jpg
2019.04.15 00:01:20 173,50inch rev,2,,RETRY,630.7424,595.5679,642.7076,651.2877,-0.6739,-0.6353,0.0725,-0.0157,1,00:00:00,.\Image\2\Alignment\2019\04\15\00.01.20 173\Left.jpg,.\Image\2\Alignment\2019\04\15\00.01.20 173\Right.jpg
