DATETIME,RECIPE,STAGE,ITEM,RESULT,ALIGNMENT_VIEW_LEFT_X,ALIGNMENT_VIEW_LEFT_Y,ALIGNMENT_VIEW_RIGHT_X,ALIGNMENT_VIEW_RIGHT_Y,ALIGNMENT_EQUIP_LEFT_X,ALIGNMENT_EQUIP_RIGHT_X,ALIGNMENT_EQUIP_Y,ALIGNMENT_EQUIP_T,RETRY,TIME_ELAPSED,LEFT_FILE,RIGHT_FILE
STRING,STRING,STRING,STRING,STRING,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,INT,STRING,STRING,STRING
2019.04.16 00:00:13 362,50inch rev,1,,RETRY,847.9354,538.0043,852.559,576.8027,0.115,0.1285,-0.1322,-0.00626,1,00:00:00,.\Image\1\Alignment\2019\04\16\00.00.13 362\Left.jpg,.\Image\1\Alignment\2019\04\16\00.00.13 362\Right.jpg
2019.04.16 00:00:13 460,50inch rev,2,,RETRY,620.0839,576.5964,630.884,637.7599,-0.7217,-0.6867,0.0225,-0.01725,1,00:00:00,.\Image\2\Alignment\2019\04\16\00.00.13 460\Left.jpg,.\Image\2\Alignment\2019\04\16\00.00.13 460\Right.jpg
2019.04.16 00:00:14 414,50inch rev,2,,OK,800.8023,600.4595,800.5131,601.1877,0.0005,-0.0004,0.0025,-0.00021,1,00:00:01.1380000,.\Image\2\Alignment\2019\04\16\00.00.14 414\Left.jpg,.\Image\2\Alignment\2019\04\16\00.00.14 414\Right.jpg
2019.04.16 00:00:14 670,50inch rev,1,,OK,799.1241,600.9942,799.3316,598.805,-0.0008,-0.0001,-0.0003,0.00035,1,00:00:01.5230000,.\Image\1\Alignment\2019\04\16\00.00.14 670\Left.jpg,.\Image\1\Alignment\2019\04\16\00.00.14 670\Right.jpg
2019.04.16 00:00:41 869,50inch rev,1,,RETRY,836.2746,539.0587,841.2588,552.8866,0.1005,0.1153,-0.1676,-0.00227,1,00:00:00,.\Image\1\Alignment\2019\04\16\00.00.41 869\Left.jpg,.\Image\1\Alignment\2019\04\16\00.00.41 869\Right.jpg
2019.04.16 00:00:42 276,50inch rev,2,,RETRY,645.2796,582.4159,656.2329,638.9751,-0.6315,-0.5961,0.0332,-0.01595,1,00:00:00,.\Image\2\Alignment\2019\04\16\00.00.42 276\Left.jpg,.\Image\2\Alignment\2019\04\16\00.00.42 276\Right.jpg
2019.04.16 00:00:42 609,50inch rev,1,,OK,799.4885,600.7327,799.5905,600.0747,-0.001,-0.0007,0.0013,0.00011,1,00:00:00.7820000,.\Image\1\Alignment\2019\04\16\00.00.42 609\Left.jpg,.\Image\1\Alignment\2019\04\16\00.00.42 609\Right.jpg
2019.04.16 00:00:43 214,50inch rev,2,,OK,800.1223,598.9493,799.9245,599.0699,0,-0.0006,-0.0031,-4E-05,1,00:00:01.2640000,.\Image\2\Alignment\2019\04\16\00.00.43 214\Left.jpg,.\Image\2\Alignment\2019\04\16\00.00.43 214\Right.jpg
2019.04.16 00:00:59 186,50inch rev,1,,RETRY,836.2202,535.2348,840.9185,533.9603,0.1136,0.1275,-0.2028,0.00015,1,00:00:00,.\Image\1\Alignment\2019\04\16\00.00.59 186\Left.jpg,.\Image\1\Alignment\2019\04\16\00.00.59 186\Right.jpg
2019.04.16 00:00:59 296,50inch rev,2,,RETRY,631.5425,580.3296,643.0731,640.4444,-0.6835,-0.6463,0.0323,-0.01695,1,00:00:00,.\Image\2\Alignment\2019\04\16\00.00.59 296\Left.jpg,.\Image\2\Alignment\2019\04\16\00.00.59 296\Right.jpg
2019.04.16 00:00:59 884,50inch rev,1,,OK,799.7559,599.9248,799.6167,600.3561,-0.0011,-0.0016,0.0004,-7E-05,1,00:00:00.8910000,.\Image\1\Alignment\2019\04\16\00.00.59 884\Left.jpg,.\Image\1\Alignment\2019\04\16\00.00.59 884\Right.jpg
2019.04.16 00:01:00 282,50inch rev,2,,OK,800.6488,599.5968,800.0524,600.0954,0.0006,-0.0012,-0.0005,-0.00014,1,00:00:01.1660000,.\Image\2\Alignment\2019\04\16\00.01.00 282\Left.jpg,.\Image\2\Alignment\2019\04\16\00.01.00 282\Right.jpg
2019.04.16 00:01:20 008,50inch rev,1,,RETRY,855.9283,534.9315,860.6106,567.8329,0.145,0.1585,-0.1508,-0.00532,1,00:00:00,.\Image\1\Alignment\2019\04\16\00.01.20 008\Left.jpg,.\Image\1\Alignment\2019\04\16\00.01.20 008\Right.jpg
2019.04.16 00:01:20 225,50inch rev,2,,RETRY,627.8404,578.7704,639.0577,639.4463,-0.6965,-0.6602,0.0284,-0.01711,1,00:00:00,.\Image\2\Alignment\2019\04\16\00.01.20 225\Left.jpg,.\Image\2\Alignment\2019\04\16\00.01.20 225\Right.jpg
2019.04.16 00:01:20 768,50inch rev,1,,OK,798.9498,602.2309,799.0579,599.4271,-0.0008,-0.0004,0.0026,0.00045,1,00:00:00.8690000,.\Image\1\Alignment\2019\04\16\00.01.20 768\Left.jpg,.\Image\1\Alignment\2019\04\16\00.01.20 768\Right.jpg
2019.04.16 00:01:21 344,50inch rev,2,,OK,799.9421,600.9842,799.7012,600.4547,0.0013,0.0005,0.0022,0.00015,1,00:00:01.3030000,.\Image\2\Alignment\2019\04\16\00.01.21 344\Left.jpg,.\Image\2\Alignment\2019\04\16\00.01.21 344\Right.jpg
2019.04.16 00:01:39 507,50inch rev,1,,RETRY,830.5325,534.056,835.3617,520.8893,0.1063,0.1207,-0.2249,0.00205,1,00:00:00,.\Image\1\Alignment\2019\04\16\00.01.39 507\Left.jpg,.\Image\1\Alignment\2019\04\16\00.01.39 507\Right.jpg
2019.04.16 00:01:39 648,50inch rev,2,,RETRY,648.2109,577.6819,659.2765,629.6584,-0.61,-0.5744,0.0116,-0.01466,1,00:00:00,.\Image\2\Alignment\2019\04\16\00.01.39 648\Left.jpg,.\Image\2\Alignment\2019\04\16\00.01.39 648\Right.jpg
