DATETIME,RECIPE,STAGE,ITEM,RESULT,ALIGNMENT_VIEW_LEFT_X,ALIGNMENT_VIEW_LEFT_Y,ALIGNMENT_VIEW_RIGHT_X,ALIGNMENT_VIEW_RIGHT_Y,ALIGNMENT_EQUIP_LEFT_X,ALIGNMENT_EQUIP_RIGHT_X,ALIGNMENT_EQUIP_Y,ALIGNMENT_EQUIP_T,RETRY,TIME_ELAPSED,LEFT_FILE,RIGHT_FILE
STRING,STRING,STRING,STRING,STRING,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,INT,STRING,STRING,STRING
2019.04.03 00:06:23 465,A1CC500PV3D01,1,,RETRY,844.5377,514.8457,859.4785,563.9076,0.0953,0.1408,-0.1881,-0.00793,1,00:00:00,.\Image\1\Alignment\2019\04\03\00.06.23 465\Left.jpg,.\Image\1\Alignment\2019\04\03\00.06.23 465\Right.jpg
2019.04.03 00:06:24 073,A1CC500PV3D01,1,,OK,799.2179,600.1962,798.9089,599.0383,-0.0014,-0.0024,-0.0012,0.00019,1,00:00:00.8560000,.\Image\1\Alignment\2019\04\03\00.06.24 073\Left.jpg,.\Image\1\Alignment\2019\04\03\00.06.24 073\Right.jpg
2019.04.03 00:08:26 170,A1CC500PV3D01,2,,NG(L),,,,,,,,,,,.\Image\2\Alignment\2019\04\03\00.08.26 170\Left.jpg,.\Image\2\Alignment\2019\04\03\00.08.26 170\Right.jpg
2019.04.03 00:11:16 192,A1CC500PV3D01,2,,RETRY,569.5644,629.026,582.2689,627.5768,-0.7084,-0.6663,0.0878,0.00032,1,00:00:00,.\Image\2\Alignment\2019\04\03\00.11.16 192\Left.jpg,.\Image\2\Alignment\2019\04\03\00.11.16 192\Right.jpg
2019.04.03 00:11:16 949,A1CC500PV3D01,2,,OK,799.5818,600.6531,799.507,599.8003,0.0004,0.0002,0.0007,0.00018,1,00:00:00.9140000,.\Image\2\Alignment\2019\04\03\00.11.16 949\Left.jpg,.\Image\2\Alignment\2019\04\03\00.11.16 949\Right.jpg
2019.04.03 00:18:14 642,A1CC500PV3D01,1,,RETRY,845.5179,533.0699,860.2287,566.1954,0.1124,0.1571,-0.1562,-0.00536,1,00:00:00,.\Image\1\Alignment\2019\04\03\00.18.14 642\Left.jpg,.\Image\1\Alignment\2019\04\03\00.18.14 642\Right.jpg
2019.04.03 00:18:15 363,A1CC500PV3D01,1,,OK,799.3266,600.8037,798.6138,598.7112,-0.0003,-0.0025,-0.0007,0.00034,1,00:00:00.8760000,.\Image\1\Alignment\2019\04\03\00.18.15 363\Left.jpg,.\Image\1\Alignment\2019\04\03\00.18.15 363\Right.jpg
2019.04.03 00:18:29 083,A1CC500PV3D01,2,,RETRY,642.4428,583.4862,656.0853,647.1101,-0.6143,-0.57,0.0469,-0.01331,1,00:00:00,.\Image\2\Alignment\2019\04\03\00.18.29 083\Left.jpg,.\Image\2\Alignment\2019\04\03\00.18.29 083\Right.jpg
2019.04.03 00:18:29 964,A1CC500PV3D01,2,,RETRY,798.9136,591.9621,799.0852,607.9141,-0.0354,-0.0348,-0.0004,-0.00334,2,00:00:00,.\Image\2\Alignment\2019\04\03\00.18.29 964\Left.jpg,.\Image\2\Alignment\2019\04\03\00.18.29 964\Right.jpg
2019.04.03 00:18:31 077,A1CC500PV3D01,2,,RETRY,799.8684,598.4767,800.1053,602.3577,-0.0082,-0.0075,0.0012,-0.00081,3,00:00:00,.\Image\2\Alignment\2019\04\03\00.18.31 077\Left.jpg,.\Image\2\Alignment\2019\04\03\00.18.31 077\Right.jpg
