DATETIME,RECIPE,STAGE,ITEM,RESULT,ALIGNMENT_VIEW_LEFT_X,ALIGNMENT_VIEW_LEFT_Y,ALIGNMENT_VIEW_RIGHT_X,ALIGNMENT_VIEW_RIGHT_Y,ALIGNMENT_EQUIP_LEFT_X,ALIGNMENT_EQUIP_RIGHT_X,ALIGNMENT_EQUIP_Y,ALIGNMENT_EQUIP_T,RETRY,TIME_ELAPSED,LEFT_FILE,RIGHT_FILE
STRING,STRING,STRING,STRING,STRING,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,INT,STRING,STRING,STRING
2019.03.30 00:00:15 498,A1CC495PU1L11,1,,RETRY,851.2258,532.5033,862.774,560.6495,0.1345,0.1694,-0.1657,-0.00456,1,00:00:00,.\Image\1\Alignment\2019\03\30\00.00.15 498\Left.jpg,.\Image\1\Alignment\2019\03\30\00.00.15 498\Right.jpg
2019.03.30 00:00:15 757,A1CC495PU1L11,2,,RETRY,656.9217,569.4676,671.6036,637.6523,-0.6272,-0.5804,0.0112,-0.01925,1,00:00:00,.\Image\2\Alignment\2019\03\30\00.00.15 757\Left.jpg,.\Image\2\Alignment\2019\03\30\00.00.15 757\Right.jpg
2019.03.30 00:00:16 294,A1CC495PU1L11,1,,OK,799.305,600.5552,799.4087,598.8919,-0.0007,-0.0004,-0.0009,0.00027,1,00:00:00.9620000,.\Image\1\Alignment\2019\03\30\00.00.16 294\Left.jpg,.\Image\1\Alignment\2019\03\30\00.00.16 294\Right.jpg
2019.03.30 00:00:16 556,A1CC495PU1L11,2,,OK,800.9946,599.4175,800.8445,600.5917,-0.0001,-0.0006,0,-0.00033,1,00:00:01.1090000,.\Image\2\Alignment\2019\03\30\00.00.16 556\Left.jpg,.\Image\2\Alignment\2019\03\30\00.00.16 556\Right.jpg
2019.03.30 00:00:38 100,A1CC495PU1L11,1,,RETRY,844.6163,537.0055,855.8238,552.9127,0.1247,0.1586,-0.1707,-0.0026,1,00:00:00,.\Image\1\Alignment\2019\03\30\00.00.38 100\Left.jpg,.\Image\1\Alignment\2019\03\30\00.00.38 100\Right.jpg
2019.03.30 00:00:38 168,A1CC495PU1L11,2,,RETRY,640.2542,574.1791,654.8027,634.9996,-0.6586,-0.6122,0.0144,-0.01716,1,00:00:00,.\Image\2\Alignment\2019\03\30\00.00.38 168\Left.jpg,.\Image\2\Alignment\2019\03\30\00.00.38 168\Right.jpg
2019.03.30 00:00:38 854,A1CC495PU1L11,1,,OK,799.7591,599.704,799.8913,599.7132,-0.0008,-0.0003,-0.0009,0,1,00:00:01.0050000,.\Image\1\Alignment\2019\03\30\00.00.38 854\Left.jpg,.\Image\1\Alignment\2019\03\30\00.00.38 854\Right.jpg
2019.03.30 00:00:39 107,A1CC495PU1L11,2,,OK,800.1979,600.0336,800.0911,600.2787,-0.0001,-0.0004,0.0005,-7E-05,1,00:00:01.1100000,.\Image\2\Alignment\2019\03\30\00.00.39 107\Left.jpg,.\Image\2\Alignment\2019\03\30\00.00.39 107\Right.jpg
2019.03.30 00:00:56 441,A1CC495PU1L11,1,,RETRY,826.0147,546.8363,837.3813,534.6064,0.0914,0.1262,-0.1838,0.00191,1,00:00:00,.\Image\1\Alignment\2019\03\30\00.00.56 441\Left.jpg,.\Image\1\Alignment\2019\03\30\00.00.56 441\Right.jpg
2019.03.30 00:00:56 652,A1CC495PU1L11,2,,RETRY,659.3594,564.3034,674.1602,643.3952,-0.6493,-0.6022,0.0121,-0.02234,1,00:00:00,.\Image\2\Alignment\2019\03\30\00.00.56 652\Left.jpg,.\Image\2\Alignment\2019\03\30\00.00.56 652\Right.jpg
2019.03.30 00:00:57 454,A1CC495PU1L11,1,,OK,799.9883,599.6353,799.9372,599.7753,-0.0002,-0.0003,-0.0009,-2E-05,1,00:00:01.3150000,.\Image\1\Alignment\2019\03\30\00.00.57 454\Left.jpg,.\Image\1\Alignment\2019\03\30\00.00.57 454\Right.jpg
2019.03.30 00:00:57 500,A1CC495PU1L11,2,,OK,800.6752,599.7733,800.1839,599.8868,0.0018,0.0003,-0.0005,-3E-05,1,00:00:01.1590000,.\Image\2\Alignment\2019\03\30\00.00.57 500\Left.jpg,.\Image\2\Alignment\2019\03\30\00.00.57 500\Right.jpg
2019.03.30 00:01:14 921,A1CC495PU1L11,1,,RETRY,852.1197,529.0185,864.1696,556.0062,0.1383,0.1747,-0.1783,-0.00438,1,00:00:00,.\Image\1\Alignment\2019\03\30\00.01.14 921\Left.jpg,.\Image\1\Alignment\2019\03\30\00.01.14 921\Right.jpg
2019.03.30 00:01:14 992,A1CC495PU1L11,2,,RETRY,649.6509,588.3439,664.1857,658.377,-0.6544,-0.608,0.0722,-0.01976,1,00:00:00,.\Image\2\Alignment\2019\03\30\00.01.14 992\Left.jpg,.\Image\2\Alignment\2019\03\30\00.01.14 992\Right.jpg
2019.03.30 00:01:15 540,A1CC495PU1L11,2,,OK,801.2917,599.6338,801.128,600.5089,0.0016,0.0011,0.0002,-0.00025,1,00:00:00.8410000,.\Image\2\Alignment\2019\03\30\00.01.15 540\Left.jpg,.\Image\2\Alignment\2019\03\30\00.01.15 540\Right.jpg
2019.03.30 00:01:15 751,A1CC495PU1L11,1,,OK,799.4984,601.0265,799.1037,598.9763,0.0002,-0.001,0,0.00033,1,00:00:01.1050000,.\Image\1\Alignment\2019\03\30\00.01.15 751\Left.jpg,.\Image\1\Alignment\2019\03\30\00.01.15 751\Right.jpg
2019.03.30 00:01:37 256,A1CC495PU1L11,1,,RETRY,844.65,519.1664,856.186,526.8108,0.1319,0.1668,-0.2388,-0.00129,1,00:00:00,.\Image\1\Alignment\2019\03\30\00.01.37 256\Left.jpg,.\Image\1\Alignment\2019\03\30\00.01.37 256\Right.jpg
2019.03.30 00:01:37 320,A1CC495PU1L11,2,,RETRY,644.4188,568.2528,658.8883,639.4126,-0.6739,-0.6277,0.0121,-0.02009,1,00:00:00,.\Image\2\Alignment\2019\03\30\00.01.37 320\Left.jpg,.\Image\2\Alignment\2019\03\30\00.01.37 320\Right.jpg
2019.03.30 00:01:38 373,A1CC495PU1L11,2,,OK,800.6016,599.1157,800.2151,599.5052,0.0008,-0.0004,-0.0021,-0.00011,1,00:00:01.3370000,.\Image\2\Alignment\2019\03\30\00.01.38 373\Left.jpg,.\Image\2\Alignment\2019\03\30\00.01.38 373\Right.jpg
